prediction,references
al professional. This is the question: What causes Iridocorneal endothelial syndrome ? [/] \n What causes iridocorneal endothelial (ICE) syndrome? ICE syndrome is caused by changes (mutations) in the TGFBI gene. This gene provides instructions for making a protein that is involved in the formation of tissues and organs before birth. The TGFBI protein plays a role in cell growth and division (proliferation) and cell maturation (differentiation). It also regulates the expression of other genes that are important for embryonic development. Researchers believe that the TGFBI protein plays a,"What causes iridocorneal endothelial (ICE) syndrome? The cause of this disease is unknown. However, it has been theorized that a viral infection, such as Herpes simplex virus (HSV) or Epstein-Barr virus (EBV) may be the trigger that causes the cornea to swell.</s>"
"rofessional. This is the question: What are the treatments for Livedoid vasculopathy ? [/] \n How might livedoid vasculopathy be treated? There is no standard treatment for livedoid vasculopathy, but it is usually managed with compression therapy and/or anticoagulation therapy. Lifestyle modifications such as exercise and weight loss may also be recommended. Other therapies such as anti-inflammatory drugs and/or steroids have been tried with varying degrees of success. Case reports have shown that antibiotics have been effective in some individuals. The effectiveness of sclerotherapy has also been suggested in a few case reports.","How might livedoid vasculopathy be treated? Treatment of livedoid vasculopathy aims to reduce pain, ulceration and scarring. General treatment measures may involve protecting the skin from injury and irritants, removing dead tissue from the ulcers, treating infection with antibiotics, elevating legs, compression therapy, and avoiding smoking and hormonal contraceptives. Treatments will also be given to address any co-occurring conditions such as lupus or thrombophilia. Drugs that aim to improve blood flow or prevent blood clotting may also be considered. Examples of these treatments, include: Antiplatelet agents (e.g. aspirin, dipyridamole) Fibrinolytic agents (e.g. danazol, tissue plasminogen activator) Anticoagulant agents (e.g. subcutaneous heparin injections, oral warfarin) Pentoxifylline Low-dose danazol (200 mg/day orally) Hyperbaric oxygen Pulsed intravenous immunoglobulin Iloprost Ketanserin Psoralen plus ultraviolet A (PUVA) therapy Niacin (nicotinic acid) Sulfapyridine Guanethidine Currently there are no established guidelines for treatment. Decisions for treatment are made based on the clinicians clinical experience and specific patient characteristics. We strongly recommend that you discuss this information and your treatment options further with a trusted healthcare professional.</s>"
", you are a medical professional. This is the question: What causes Madelung disease ? [/] \n What causes Madelung disease? The cause of Madelung disease is unknown. It appears to be related to certain hormonal changes. Many people with the disease also have obesity and high blood pressure. There is some evidence that Madelung disease is linked to a condition called insulin resistance syndrome. This is a group of conditions that can include obesity, high blood pressure, high blood sugar, and a high level of fats in the blood. In many cases, Madelung disease is caused by a combination of genetic and environmental factors. For example, a person","What causes Madelung disease? The exact underlying cause of Madelung disease remains unknown, but several theories have been proposed. The body's inability to properly metabolize fat in affected people suggests that Madelung disease may be an endocrine disorder. An enzyme defect or a change in the surface of cells could prevent the breakdown of fat leading to the characteristic signs and symptoms of the condition. Alcohol consumption may also play a role in the development of Madelung disease since roughly 90% of affected people have a history of alcohol abuse. Madelung disease has also been linked to genetic factors. Rarely, more than one family member can be affected by this condition which suggests that it may be inherited in at least some cases. In the majority of these families, the mode of inheritance has not been determined. However, changes (mutations) in mitochondrial DNA have been identified in some families who have Madelung disease in combination with other conditions that affect many different systems of the body.</s>"
"dical professional. This is the question: What is (are) mucolipidosis III alpha/beta ? [/] \n Mucolipidosis III alpha/beta is an inherited metabolic disorder that affects many parts of the body. It is one of a group of related conditions called the mucolipidoses, which are characterized by the overaccumulation of complexes of sugar molecules (oligosaccharides) and fat (lipids). This disorder is also known as type III glycosphingolipidosis.  People with mucolipidosis III alpha/beta have intellectual disability that ranges from mild to severe. Other features of this disorder can","Mucolipidosis III alpha/beta is a slowly progressive disorder that affects many parts of the body. Signs and symptoms of this condition typically appear around age 3.  Individuals with mucolipidosis III alpha/beta grow slowly and have short stature. They also have stiff joints and dysostosis multiplex, which refers to multiple skeletal abnormalities seen on x-ray. Many affected individuals develop low bone mineral density (osteoporosis), which weakens the bones and makes them prone to fracture. Osteoporosis and progressive joint problems also cause bone pain that becomes more severe over time in people with mucolipidosis III alpha/beta.  People with mucolipidosis III alpha/beta often have heart valve abnormalities and mild clouding of the clear covering of the eye (cornea). Their facial features become slightly thickened or ""coarse"" over time. Affected individuals may also develop frequent ear and respiratory infections. About half of people with this condition have mild intellectual disability or learning problems. Individuals with mucolipidosis III alpha/beta generally survive into adulthood, but they may have a shortened lifespan.</s>"
"dical professional. This is the question: How many people are affected by narcolepsy ? [1] The prevalence of narcolepsy is estimated to be 2 to 6 in 100,000 individuals. While it has been thought that women are more commonly affected than men, recent studies have suggested that men are more likely to develop the disorder. The condition tends to be overrepresented among members of certain racial and ethnic groups. For example, the prevalence of narcolepsy in African Americans is estimated to be 2 to 4 times higher than in whites. [2] A diagnosis of narcolepsy is frequently missed or delayed because","Narcolepsy affects about 1 in 2,000 people in the United States and Western Europe. However, the disorder is likely underdiagnosed, particularly in people with mild symptoms. Worldwide, narcolepsy appears to be most common in Japan, where it affects an estimated 1 in 600 people.</s>"
", you are a medical professional. This is the question: What is (are) Graves disease ? [/] \n Graves disease (also known as toxic diffuse goiter or Basedow's disease) is an autoimmune disorder that leads to overactivity of the thyroid gland. The thyroid gland makes hormones that control metabolism and many other body functions. When the thyroid is overactive, it can cause a wide range of health problems such as weight loss, nervousness, fatigue, tremors, heat intolerance, irregular heartbeat, and more. The cause of Graves disease is not yet known. It is considered an autoimmune","Graves disease is a condition that affects the function of the thyroid, which is a butterfly-shaped gland in the lower neck. The thyroid makes hormones that help regulate a wide variety of critical body functions. For example, thyroid hormones influence growth and development, body temperature, heart rate, menstrual cycles, and weight. In people with Graves disease, the thyroid is overactive and makes more hormones than the body needs. The condition usually appears in mid-adulthood, although it may occur at any age.  Excess thyroid hormones can cause a variety of signs and symptoms. These include nervousness or anxiety, extreme tiredness (fatigue), a rapid and irregular heartbeat, hand tremors, frequent bowel movements or diarrhea, increased sweating and difficulty tolerating hot conditions, trouble sleeping, and weight loss in spite of an increased appetite. Affected women may have menstrual irregularities, such as an unusually light menstrual flow and infrequent periods. Some people with Graves disease develop an enlargement of the thyroid called a goiter. Depending on its size, the enlarged thyroid can cause the neck to look swollen and may interfere with breathing and swallowing.  Between 25 and 50 percent of people with Graves disease have eye abnormalities, which are known as Graves ophthalmopathy. These eye problems can include swelling and inflammation, redness, dryness, puffy eyelids, and a gritty sensation like having sand or dirt in the eyes. Some people develop bulging of the eyes caused by inflammation of tissues behind the eyeball and ""pulling back"" (retraction) of the eyelids. Rarely, affected individuals have more serious eye problems, such as pain, double vision, and pinching (compression) of the optic nerve connecting the eye and the brain, which can cause vision loss.  A small percentage of people with Graves disease develop a skin abnormality called pretibial myxedema or Graves dermopathy. This abnormality causes the skin on the front of the lower legs and the tops of the feet to become thick, lumpy, and red. It is not usually painful.</s>"
"rofessional. This is the question: What are the treatments for xeroderma pigmentosum ? [/] \n These resources address the diagnosis or management of xeroderma pigmentosum:  - Genetic Testing Registry: Xeroderma pigmentosum  - Genetic Testing Registry: Xeroderma pigmentosum, complementation group A  - Genetic Testing Registry: Xeroderma pigmentosum, complementation group B  - Genetic Testing Registry: Xeroderma pigmentosum, complementation group C  - Genetic Testing Registry: Xeroderma pigmentos","These resources address the diagnosis or management of xeroderma pigmentosum:  - American Cancer Society: How are Squamous and Basal Cell Skin Cancer Diagnosed?  - American Cancer Society: How is Melanoma Diagnosed?  - Gene Review: Gene Review: Xeroderma Pigmentosum  - Genetic Testing Registry: Xeroderma pigmentosum  - Genetic Testing Registry: Xeroderma pigmentosum, complementation group b  - Genetic Testing Registry: Xeroderma pigmentosum, group C  - Genetic Testing Registry: Xeroderma pigmentosum, group D  - Genetic Testing Registry: Xeroderma pigmentosum, group E  - Genetic Testing Registry: Xeroderma pigmentosum, group F  - Genetic Testing Registry: Xeroderma pigmentosum, group G  - Genetic Testing Registry: Xeroderma pigmentosum, type 1  - Genetic Testing Registry: Xeroderma pigmentosum, variant type  - MedlinePlus Encyclopedia: Xeroderma Pigmentosum  - National Cancer Institute: Melanoma Treatment  - National Cancer Institute: Skin Cancer Treatment  - Xeroderma Pigmentosum Society, Inc.: Beta Carotene  - Xeroderma Pigmentosum Society, Inc.: Ultraviolet Radiation and Protection   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care</s>"
"ion: What are the treatments for multicentric osteolysis, nodulosis, and arthropathy ? [/pre] \n These resources address the diagnosis or management of MONA:  - Genetic Testing Registry: Mona syndrome  - Genetic Testing Registry: Mona syndrome 1  - Genetic Testing Registry: Mona syndrome 2  - Genetic Testing Registry: Mona syndrome 3   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   -","These resources address the diagnosis or management of MONA:  - Genetic Testing Registry: Multicentric osteolysis, nodulosis and arthropathy   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care</s>"
"tion: What are the symptoms of Arthrogryposis renal dysfunction cholestasis syndrome ? [/] \n What are the signs and symptoms of Arthrogryposis renal dysfunction cholestasis syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Arthrogryposis renal dysfunction cholestasis syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality","What are the signs and symptoms of Arthrogryposis renal dysfunction cholestasis syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Arthrogryposis renal dysfunction cholestasis syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the renal tubule 90% Abnormality of thrombocytes 90% Cognitive impairment 90% Limitation of joint mobility 90% Low-set, posteriorly rotated ears 90% Abnormal renal physiology 50% Abnormality of coagulation 50% Abnormality of temperature regulation 50% Aminoaciduria 50% Diabetes insipidus 50% Hepatomegaly 50% Ichthyosis 50% Malabsorption 50% Muscular hypotonia 50% Oligohydramnios 50% Recurrent fractures 50% Rocker bottom foot 50% Skeletal muscle atrophy 50% Talipes 50% Abnormality of the cardiac septa 7.5% Abnormality of the hip bone 7.5% Abnormality of the palate 7.5% Anemia 7.5% Aplasia/Hypoplasia of the corpus callosum 7.5% Cirrhosis 7.5% Convex nasal ridge 7.5% Cutis laxa 7.5% Depressed nasal bridge 7.5% Hypothyroidism 7.5% Kyphosis 7.5% Nephrolithiasis 7.5% Pectus carinatum 7.5% Sensorineural hearing impairment 7.5% Upslanted palpebral fissure 7.5% Abnormal bleeding 5% Lissencephaly 5% Nephrogenic diabetes insipidus 5% Atria septal defect - Autosomal recessive inheritance - Cholestatic liver disease - Conjugated hyperbilirubinemia - Death in infancy - Dehydration - Elevated hepatic transaminases - Failure to thrive - Giant cell hepatitis - Hip dysplasia - Jaundice - Low-set ears - Metabolic acidosis - Microcephaly - Nephrocalcinosis - Nephropathy - Renal tubular acidosis - Right ventricular hypertrophy - Sloping forehead - Talipes calcaneovalgus - Ventricular septal defect - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"question: What is (are) Myelodysplastic/ Myeloproliferative Neoplasm, Unclassifiable ? [/] \n Key Points
                    - An MPN is a disease in which the bone marrow makes too many blood cells.    - Treatment depends on the following:         - The type of MPN.    - Whether the blood counts are low.    - The age of the patient.    - Whether the patient has signs or symptoms.    - The patient's general health.    - Whether a test shows that the patient has certain changes in the DNA and/or genes.        - After treatment for MPN, the blood counts may never go back to normal.    -","Key Points
                    - Myelodysplastic/myeloproliferative neoplasm, unclassifiable, is a disease that has features of both myelodysplastic and myeloproliferative diseases but is not chronic myelomonocytic leukemia, juvenile myelomonocytic leukemia, or atypical chronic myelogenous leukemia.    - Signs and symptoms of myelodysplastic/myeloproliferative neoplasm, unclassifiable, include fever, weight loss, and feeling very tired.
                
                
                    Myelodysplastic/myeloproliferative neoplasm, unclassifiable, is a disease that has features of both myelodysplastic and myeloproliferative diseases but is not chronic myelomonocytic leukemia, juvenile myelomonocytic leukemia, or atypical chronic myelogenous leukemia.
                    In myelodysplastic /myeloproliferative neoplasm, unclassifiable (MDS/MPD-UC), the body tells too many blood stem cells to become red blood cells, white blood cells, or platelets. Some of these blood stem cells never become mature blood cells. These immature blood cells are called blasts. Over time, the abnormal blood cells and blasts in the bone marrow crowd out the healthy red blood cells, white blood cells, and platelets.   MDS/MPN-UC is a very rare disease. Because it is so rare, the factors that affect risk and prognosis are not known.</s>"
"is the question: How many people are affected by hyperferritinemia-cataract syndrome ? [/INST] \n Hyperferritinemia-cataract syndrome is a rare disorder, although its exact prevalence is unknown. Approximately 30 affected individuals have been reported in the scientific literature. About 90 percent of cases have been identified in individuals from the Netherlands. About 10 percent of cases have been reported in other countries, including the United States.  Hyperferritinemia-cataract syndrome is part of a group of disorders called iron overload disorders. Iron overload occurs when too much iron builds up in the body's tissues and","Hyperferritinemia-cataract syndrome has been estimated to occur in 1 in 200,000 individuals.</s>"
"truthfully, you are a medical professional. This is the question: What is (are) Gout ? [/] \n Gout is a disease that causes high levels of uric acid in the blood. Normally, uric acid, a waste product of chemical processes in the body, is released in urine. When uric acid levels in the blood are too high, crystals may form and build up in joints, tendons, and other tissues. Gout most often affects the lower part of the big toe. Other joints, including the ankles, knees, wrists, and elbows, can also be affected. Over time, repeated gout attacks can cause damage","Gout is a common, painful form of arthritis. It causes swollen, red, hot and stiff joints.    Gout happens when uric acid builds up in your body. Uric acid comes from the breakdown of substances called purines. Purines are in your body's tissues and in foods, such as liver, dried beans and peas, and anchovies. Normally, uric acid dissolves in the blood. It passes through the kidneys and out of the body in urine. But sometimes uric acid can build up and form needle-like crystals. When they form in your joints, it is very painful. The crystals can also cause kidney stones.    Often, gout first attacks your big toe. It can also attack ankles, heels, knees, wrists, fingers, and elbows. At first, gout attacks usually get better in days. Eventually, attacks last longer and happen more often.    You are more likely to get gout if you       - Are a man    - Have family member with gout    - Are overweight    - Drink alcohol    - Eat too many foods rich in purines       Gout can be hard to diagnose. Your doctor may take a sample of fluid from an inflamed joint to look for crystals. You can treat gout with medicines.    Pseudogout has similar symptoms and is sometimes confused with gout. However, it is caused by calcium phosphate, not uric acid.    NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases</s>"
" This is the question: what research (or clinical trials) is being done for Dyslexia ? [/] \n The National Institute of Neurological Disorders and Stroke (NINDS) conducts and supports research on learning disabilities such as dyslexia through grants to major research institutions across the country. The NINDS, a unit of the National Institutes of Health within the U.S. Department of Health and Human Services, also encourages the dyslexic to seek a medical diagnosis and to discuss learning problems with their doctor. Additional information about learning disabilities is available from the NINDS at 1-800-822-837","The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) support dyslexia research through grants to major research institutions across the country. Current research avenues focus on developing techniques to diagnose and treat dyslexia and other learning disabilities, increasing the understanding of the biological and possible genetic bases of learning disabilities, and exploring the relationship between neurophysiological processes and cognitive functions with regard to reading ability.</s>"
fessional. This is the question: What are the treatments for Pallister-Hall syndrome ? [/] \n These resources address the diagnosis or management of Pallister-Hall syndrome:  - Genetic Testing Registry: Pallister-Hall syndrome  - MedlinePlus Encyclopedia: Pallister-Hall syndrome  - National Institute of Child Health and Human Development: How are Birth Defects Diagnosed?  - National Institute of Child Health and Human Development: How are Birth Defects Treated?   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug,These resources address the diagnosis or management of Pallister-Hall syndrome:  - Gene Review: Gene Review: Pallister-Hall Syndrome  - Genetic Testing Registry: Pallister-Hall syndrome  - MedlinePlus Encyclopedia: Epiglottis (Image)  - MedlinePlus Encyclopedia: Imperforate Anus  - MedlinePlus Encyclopedia: Polydactyly   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care</s>
"dical professional. This is the question: What are the treatments for Perry syndrome ? [/] \n How might Perry syndrome be treated? Treatment is symptomatic and supportive. People with Perry syndrome may need to be monitored for development of additional neurological abnormalities, or for worsening of existing ones. Physical and occupational therapy may be helpful. Assistive devices such as braces and walkers may also be useful. For information on the treatment of parkinsonism in general, please visit GARD's Parkinson's Disease/Dystonia Treatment Options page. Click on the drug names to view information on",These resources address the diagnosis or management of Perry syndrome:  - Gene Review: Gene Review: Perry Syndrome  - Genetic Testing Registry: Perry syndrome  - MedlinePlus Encyclopedia: Major Depression  - MedlinePlus Encyclopedia: Primary Alveolar Hypoventilation  - National Parkinson Foundation: Treatment   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care</s>
"al professional. This is the question: How many people are affected by pilomatricoma ? [2] The incidence of pilomatricoma is estimated to be 1 in 1 million people. This condition accounts for only about 1 percent of all tumors that develop in the skin (cutaneous tumors). For unknown reasons, pilomatricoma occurs more often in women than men. It typically occurs in people between ages 20 and 60. In general, it is rare in children. Approximately 400 new cases are diagnosed each year in the United States. [3] Pilomatricoma is a rare condition, but it is not very rare.","Pilomatricoma is an uncommon tumor. The exact prevalence is unknown, but pilomatricoma probably accounts for less than 1 percent of all benign skin tumors.</s>"
"ional. This is the question: What are the symptoms of Paroxysmal cold hemoglobinuria ? [/] \n What are the signs and symptoms of Paroxysmal cold hemoglobinuria? The Human Phenotype Ontology provides the following list of signs and symptoms for Paroxysmal cold hemoglobinuria. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Anemia 90% Decreased antibody level in blood 9","What are the signs and symptoms of Paroxysmal cold hemoglobinuria? The Human Phenotype Ontology provides the following list of signs and symptoms for Paroxysmal cold hemoglobinuria. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of coagulation 90% Abnormality of temperature regulation 90% Abnormality of urine homeostasis 90% Arthralgia 90% Hemolytic anemia 90% Recurrent respiratory infections 90% Diarrhea 7.5% Migraine 7.5% Nausea and vomiting 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"ional. This is the question: What are the symptoms of Hematuria (Blood in the Urine) ? [/] \n Hematuria, or the presence of blood in the urine, is a symptom. It is not a disease or a condition. Sometimes blood in the urine is the first symptom of a urinary tract infection (UTI). However, many people with UTIs have no symptoms at all. If blood in the urine is due to a UTI, it is most likely caused by a bacterium and may be treated with bacteria-fighting medications called antibiotics.
                
When blood is found in the urine during a routine","Most people with microscopic hematuria do not have symptoms. People with gross hematuria have urine that is pink, red, or cola-colored due to the presence of red blood cells (RBCs). Even a small amount of blood in the urine can cause urine to change color. In most cases, people with gross hematuria do not have other symptoms. However, people with gross hematuria that includes blood clots in the urine may have pain.</s>"
" you are a medical professional. This is the question: What is (are) Phenylketonuria ? [/] \n Phenylketonuria (PKU) is a genetic disorder that prevents the body from breaking down phenylalanine, an amino acid. Amino acids are the building blocks of protein. If PKU is not treated, excessive phenylalanine in the blood can cause mental retardation and seizures. Infants with PKU can appear healthy at birth, but symptoms may begin within a few days. If symptoms occur in the first few days of life, they can be severe and life-threatening. Later in life","Phenylketonuria (PKU) is a genetic disorder in which the body can't process part of a protein called phenylalanine (Phe). Phe is in almost all foods. If the Phe level gets too high, it can damage the brain and cause severe intellectual disability. All babies born in U.S. hospitals must now have a screening test for PKU. This makes it easier to diagnose and treat the problem early.     The best treatment for PKU is a diet of low-protein foods. There are special formulas for newborns. For older children and adults, the diet includes many fruits and vegetables. It also includes some low-protein breads, pastas and cereals. Nutritional formulas provide the vitamins and minerals they can't get from their food.    Babies who get on this special diet soon after they are born develop normally. Many have no symptoms of PKU. It is important that they stay on the diet for the rest of their lives.    NIH: National Institute of Child Health and Human Development</s>"
"ofessional. This is the question: What is (are) Peripheral Arterial Disease (P.A.D.) ? [/INST] \n Peripheral arterial disease, or P.A.D., is a condition that happens when the blood vessels outside your heart (called peripheral arteries) become narrowed or blocked. This can cause symptoms such as pain in the affected area, or changes in the color or temperature of the skin. Your doctor can do tests to find out if you have P.A.D. To find out if you have P.A.D., your doctor will look at your medical and family histories and your symptoms. He or she will also do a physical exam and","Peripheral arterial disease (P.A.D.) is a disease in which plaque (plak) builds up in the arteries that carry blood to your head, organs, and limbs. Plaque is made up of fat, cholesterol, calcium, fibrous tissue, and other substances in the blood. P.A.D. currently affects millions of Americans, and about 1 in every 20 Americans over the age of 50 has P.A.D.</s>"
ssional. This is the question: What are the treatments for spastic paraplegia type 2 ? [/] \n These resources address the diagnosis or management of spastic paraplegia type 2:  - Gene Review: Gene Review: Hereditary Spastic Paraplegia Overview  - Genetic Testing Registry: Spastic paraplegia 2  - Spastic Paraplegia Foundation: Treatments and Therapies   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   -,"These resources address the diagnosis or management of spastic paraplegia type 2:  - Gene Review: Gene Review: Hereditary Spastic Paraplegia Overview  - Gene Review: Gene Review: PLP1-Related Disorders  - Genetic Testing Registry: Spastic paraplegia 2  - Spastic Paraplegia Foundation, Inc.: Treatments and Therapies   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care</s>"
"is is the question: What are the genetic changes related to complete LCAT deficiency ? [/] \n Complete LCAT deficiency is caused by mutations in the LCAT gene. This gene provides instructions for making an enzyme called lecithin-cholesterol acyltransferase. This enzyme is involved in the formation of chylomicrons, which are used to transport fats, cholesterol, and other substances from the intestines to other parts of the body. The enzyme also plays a role in the removal of harmful fats called oxidized cholesterol from the body.  LCAT gene mutations reduce","Complete LCAT deficiency is caused by mutations in the LCAT gene. This gene provides instructions for making an enzyme called lecithin-cholesterol acyltransferase (LCAT).  The LCAT enzyme plays a role in removing cholesterol from the blood and tissues by helping it attach to molecules called lipoproteins, which carry it to the liver. Once in the liver, the cholesterol is redistributed to other tissues or removed from the body. The enzyme has two major functions, called alpha- and beta-LCAT activity. Alpha-LCAT activity helps attach cholesterol to a lipoprotein called high-density lipoprotein (HDL). Beta-LCAT activity helps attach cholesterol to other lipoproteins called very low-density lipoprotein (VLDL) and low-density lipoprotein (LDL).  LCAT gene mutations that cause complete LCAT deficiency either prevent the production of LCAT or impair both alpha-LCAT and beta-LCAT activity, reducing the enzyme's ability to attach cholesterol to lipoproteins. Impairment of this mechanism for reducing cholesterol in the body leads to cholesterol deposits in the corneas, kidneys, and other tissues and organs. LCAT gene mutations that affect only alpha-LCAT activity cause a related disorder called fish-eye disease that affects only the corneas.</s>"
"medical professional. This is the question: What are the symptoms of Rheumatic Fever ? [/] \n The most common symptom of rheumatic fever is a painful and swollen joint, usually the knee, elbow, or ankle. Other symptoms include:
                
Sore throat and inflamed or swollen tonsils
                
Stomachache, nausea, or vomiting
                
Swollen and sore neck, especially near the jaw
                
Fever
                
Loss of appetite
                
Headache
                
","What are the signs and symptoms of Rheumatic Fever? Rheumatic fever is primarily diagnosed in children between the ages of 6 and 16 and can affect many different systems of the body, including the heart, joints, nervous system and/or skin. The condition usually develops approximately 14-28 days after infection with group A Streptococcus bacteria, such as strep throat or scarlet fever. Early signs and symptoms may include sore throat; swollen red tonsils; fever; headache; and/or muscle aches. Affected people may also experience: Abdominal pain Rheumatic heart disease Joint pain and/or swelling Nosebleeds Skin nodules (painless, firm, round lumps underneath the skin) Skin rash Sydenham chorea (abrupt, non-repetitive limb movements and grimaces) People with a history of rheumatic fever have a high risk of developing recurrent episodes of the condition. This can cause progressive (worsening over time) heart damage. The Human Phenotype Ontology provides the following list of signs and symptoms for Rheumatic Fever. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of temperature regulation 90% Anorexia 90% Arthritis 90% Hypermelanotic macule 90% Nausea and vomiting 90% Recurrent pharyngitis 90% Abdominal pain 50% Abnormality of the aortic valve 50% Abnormality of the endocardium 50% Abnormality of the mitral valve 50% Abnormality of the myocardium 50% Arrhythmia 50% Arthralgia 50% Chest pain 50% Chorea 50% Pallor 50% Sinusitis 50% Abnormality of the pericardium 7.5% Abnormality of the pleura 7.5% Aplasia/Hypoplasia of the abdominal wall musculature 7.5% Behavioral abnormality 7.5% Constipation 7.5% Epistaxis 7.5% Gait disturbance 7.5% Hemiballismus 7.5% Migraine 7.5% Nephrotic syndrome 7.5% Neurological speech impairment 7.5% Respiratory insufficiency 7.5% Abnormality of the immune system - Fever - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"rofessional. This is the question: How many people are affected by Tay-Sachs disease ? [/] \n Tay-Sachs disease occurs in 1 in 36,000 newborns in the United States. At least 1,200 babies are born with this disease each year. Only 30 to 50 percent of these babies survive more than a year. About half of the babies who survive past their first year die within 3 years. The disease is more common in people of Eastern European Ashkenazi Jewish ancestry. In this population, it occurs in about 1 in 125 newborns.","Tay-Sachs disease is very rare in the general population. The genetic mutations that cause this disease are more common in people of Ashkenazi (eastern and central European) Jewish heritage than in those with other backgrounds. The mutations responsible for this disease are also more common in certain French-Canadian communities of Quebec, the Old Order Amish community in Pennsylvania, and the Cajun population of Louisiana.</s>"
" This is the question: what research (or clinical trials) is being done for Myotonia ? [/] \n The NINDS supports research on neuromuscular disorders such as myotonia. Much of this research is aimed at increasing scientific understanding of these disorders and, ultimately, finding ways to prevent and treat them. Other clinical trials are focused on evaluating the safety and efficacy of specific treatments for myotonia. Clinical trials are research studies in which volunteers receive experimental treatments in order to determine if they are safe and effective. Clinical trials are essential to the development of new drugs. You can search for clinical trials on this Web","The National Institute of Neurological Disorders and Stroke supports and conducts an extensive research program on neuromuscular disorders. The goals of this research are to learn more about these disorders and to find ways to treat, prevent, and cure them.</s>"
