prediction,references
"onal. This is the question: How many people are affected by Floating-Harbor syndrome? This condition has been reported in about 40 families. It is named for Floating-Harbor syndrome, a camp in Massachusetts where the first affected individuals were identified.
What are the genetic changes related to Floating-Harbor syndrome? The gene that causes Floating-Harbor syndrome has not been identified. Researchers suspect that the condition results from a mutation that is not inherited (a somatic mutation), which is acquired during early development and affects only certain tissues. Because the condition affects multiple body systems, it is likely that the mutation affects early development generally (development is probably affected in multiple ways). However, it is unclear how the mutation affects development",Floating-Harbor syndrome is a rare disorder; only about 50 cases have been reported in the medical literature.</s>
" What are the treatments for Osteosarcoma and Malignant Fibrous Histiocytoma of Bone? [/INST] \n Key Points
                    - There are different types of treatment for patients with osteosarcoma and malignant fibrous histiocytoma of bone.     - Some treatments are standard (the currently used treatment), and some are being tested in clinical trials.    - A treatment clinical trial is a type of research study that tests how well a new treatment works.    - Taking part in a clinical trial should be considered for all patients with osteosarcoma and MFH of bone.    - Four types of standard treatment are used:         - Surgery     - Radiation therapy     - Chemotherapy     - Targeted therapy       ","Key Points
                    - There are different types of treatment for patients with osteosarcoma or malignant fibrous histiocytoma (MFH) of bone.    - Children with osteosarcoma or MFH should have their treatment planned by a team of health care providers who are experts in treating cancer in children.     - Treatment for osteosarcoma or malignant fibrous histiocytoma may cause side effects.    - Four types of standard treatment are used:         - Surgery     - Chemotherapy     - Radiation therapy     - Samarium        - New types of treatment are being tested in clinical trials.          - Targeted therapy         - Patients may want to think about taking part in a clinical trial.    - Patients can enter clinical trials before, during, or after starting their cancer treatment.    - Follow-up tests may be needed.
                
                
                    There are different types of treatment for patients with osteosarcoma or malignant fibrous histiocytoma (MFH) of bone.
                    Different types of treatment are available for children with osteosarcoma or malignant fibrous histiocytoma (MFH) of bone. Some treatments are standard (the currently used treatment), and some are being tested in clinical trials. A treatment clinical trial is a research study meant to help improve current treatments or obtain information on new treatments for patients with cancer. When clinical trials show that a new treatment is better than the standard treatment, the new treatment may become the standard treatment.   Because cancer in children is rare, taking part in a clinical trial should be considered. Some clinical trials are open only to patients who have not started treatment.
                
                
                    Children with osteosarcoma or MFH should have their treatment planned by a team of health care providers who are experts in treating cancer in children.
                    Treatment will be overseen by a pediatric oncologist, a doctor who specializes in treating children with cancer. The pediatric oncologist works with other pediatric health care providers who are experts in treating osteosarcoma and MFH and who specialize in certain areas of medicine. These may include the following specialists:         -  Pediatrician.    - Orthopedic surgeon.    -  Radiation oncologist.    -  Rehabilitation specialist.    -  Pediatric nurse specialist.    -  Social worker.    -  Psychologist.
                
                
                    Treatment for osteosarcoma or malignant fibrous histiocytoma may cause side effects.
                    For information about side effects that begin during treatment for cancer, see our Side Effects page.   Side effects from cancer treatment that begin after treatment and continue for months or years are called late effects. Late effects of cancer treatment may include the following:         - Physical problems.    - Changes in mood, feelings, thinking, learning, or memory.    -  Second cancers (new types of cancer).        Some late effects may be treated or controlled. It is important to talk with your child's doctors about the effects cancer treatment can have on your child. (See the PDQ summary on Late Effects of Treatment for Childhood Cancer for more information).
                
                
                    Four types of standard treatment are used:
                    Surgery     Surgery to remove the entire tumor will be done when possible. Chemotherapy may be given before surgery to make the tumor smaller. This is called neoadjuvant chemotherapy. Chemotherapy is given so less bone tissue needs to be removed and there are fewer problems after surgery.     The following types of surgery may be done:            -  Wide local excision: Surgery to remove the cancer and some healthy tissue around it.     -  Limb-sparing surgery: Removal of the tumor in a limb (arm or leg) without amputation, so the use and appearance of the limb is saved. Most patients with osteosarcoma in a limb can be treated with limb-sparing surgery. The tumor is removed by wide local excision. Tissue and bone that are removed may be replaced with a graft using tissue and bone taken from another part of the patient's body, or with an implant such as artificial bone. If a fracture is found at diagnosis or during chemotherapy before surgery, limb-sparing surgery may still be possible in some cases. If the surgeon is not able to remove all of the tumor and enough healthy tissue around it, an amputation may be done.     -  Amputation: Surgery to remove part or all of an arm or leg. This may be done when it is not possible to remove all of the tumor in limb-sparing surgery. The patient may be fitted with a prosthesis (artificial limb) after amputation.     -  Rotationplasty: Surgery to remove the tumor and the knee joint. The part of the leg that remains below the knee is then attached to the part of the leg that remains above the knee, with the foot facing backward and the ankle acting as a knee. A prosthesis may then be attached to the foot.           Studies have shown that survival is the same whether the first surgery done is a limb-sparing surgery or an amputation.    Even if the doctor removes all the cancer that can be seen at the time of the surgery, patients are also given chemotherapy after surgery to kill any cancer cells that are left in the area where the tumor was removed or that have spread to other parts of the body. Treatment given after the surgery, to lower the risk that the cancer will come back, is called adjuvant therapy.       Chemotherapy    Chemotherapy is a cancer treatment that uses drugs to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. When chemotherapy is taken by mouth or injected into a vein or muscle, the drugs enter the bloodstream and can reach cancer cells throughout the body (systemic chemotherapy). When chemotherapy is placed directly into the cerebrospinal fluid, an organ, or a body cavity such as the abdomen, the drugs mainly affect cancer cells in those areas (regional chemotherapy). Combination chemotherapy is the use of more than one anticancer drug. The way the chemotherapy is given depends on the type and stage of the cancer being treated.    In the treatment of osteosarcoma and malignant fibrous histiocytosis of bone, chemotherapy is usually given before and after surgery to remove the primary tumor.    See Drugs Approved for Bone Cancer for more information.       Radiation therapy     Radiation therapy is a cancer treatment that uses high-energy x-rays or other types of radiation to kill cancer cells or keep them from growing. There are two types of radiation therapy:            -  External radiation therapy uses a machine outside the body to send radiation toward the cancer.     -  Internal radiation therapy uses a radioactive substance sealed in needles, seeds, wires, or catheters that are placed directly into or near the cancer.           The way the radiation therapy is given depends on the type and stage of the cancer being treated.    Osteosarcoma and MFH cells are not killed easily by external radiation therapy. It may be used when a small amount of cancer is left after surgery or used together with other treatments.       Samarium     Samarium is a radioactive drug that targets areas where bone cells are growing, such as tumor cells in bone. It helps relieve pain caused by cancer in the bone and it also kills blood cells in the bone marrow. It also is used to treat osteosarcoma that has come back after treatment in a different bone.    Treatment with samarium may be followed by stem cell transplant. Before treatment with samarium, stem cells (immature blood cells) are removed from the blood or bone marrow of the patient and are frozen and stored. After treatment with samarium is complete, the stored stem cells are thawed and given back to the patient through an infusion. These reinfused stem cells grow into (and restore) the body's blood cells.
                
                
                    New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about ongoing clinical trials is available from the NCI website.     Targeted therapy      Targeted therapy is a treatment that uses drugs or other substances to find and attack specific cancer cells without harming normal cells. Kinase inhibitor therapy and monoclonal antibody therapy are types of targeted therapy being studied in clinical trials for osteosarcoma.     Kinase inhibitor therapy blocks a protein needed for cancer cells to divide. Sorafenib is a type of kinase inhibitor therapy being studied for the treatment of recurrent osteosarcoma.     Monoclonal antibody therapy is a cancer treatment that uses antibodies made in the laboratory, from a single type of immune system cell. These antibodies can identify substances on cancer cells or normal substances that may help cancer cells grow. The antibodies attach to the substances and kill the cancer cells, block their growth, or keep them from spreading. Monoclonal antibodies are given by infusion. They may be used alone or to carry drugs, toxins, or radioactive material directly to cancer cells. Denosumab, dinutuximab, and glembatumumab are monoclonal antibodies being studied for the treatment of recurrent osteosarcoma.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials.
                
                
                    Follow-up tests may be needed.
                    Some of the tests that were done to diagnose the cancer or to find out the stage of the cancer may be repeated. Some tests will be repeated in order to see how well the treatment is working. Decisions about whether to continue, change, or stop treatment may be based on the results of these tests.   Some of the tests will continue to be done from time to time after treatment has ended. The results of these tests can show if your child's condition has changed or if the cancer has recurred (come back). These tests are sometimes called follow-up tests or check-ups.
                
		        
		            Treatment Options for Osteosarcoma and Malignant Fibrous Histiocytoma of Bone
		            
		                
		                    Localized Osteosarcoma and Malignant Fibrous Histiocytoma of Bone
		                    Treatment may include the following:         -  Surgery. Combination chemotherapy is usually given before and after surgery.    - Surgery followed by radiation therapy when the tumor cannot be completely removed by surgery.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with localized osteosarcoma and localized childhood malignant fibrous histiocytoma of bone. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website.
		                
		                
		                    Metastatic Osteosarcoma and Malignant Fibrous Histiocytoma of Bone
		                    Lung Metastasis    When osteosarcoma or malignant fibrous histiocytoma (MFH) spreads, it usually spreads to the lung. Treatment of osteosarcoma and MFH with lung metastasis may include the following:         -  Combination chemotherapy followed by surgery to remove the primary cancer and the cancer that has spread to the lung.         Bone Metastasis or Bone with Lung Metastasis    Osteosarcoma and malignant fibrous histiocytoma may spread to a distant bone and/or the lung. Treatment may include the following:         - Combination chemotherapy followed by surgery to remove the primary tumor and the cancer that has spread to other parts of the body. More chemotherapy is given after surgery.    - Surgery to remove the primary tumor followed by chemotherapy and surgery to remove cancer that has spread to other parts of the body.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with metastatic osteosarcoma and metastatic childhood malignant fibrous histiocytoma of bone. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website.
		                
		                
		                    Recurrent Osteosarcoma and Malignant Fibrous Histiocytoma of Bone
		                    Treatment of recurrent osteosarcoma and malignant fibrous histiocytoma of bone may include the following:         -  Surgery to remove the tumor with or without chemotherapy.    -  Samarium with or without stem cell transplant using the patient's own stem cells, as palliative treatment to relieve pain and improve the quality of life.    - A clinical trial of new types of treatment for patients whose cancer cannot be removed by surgery. These may include targeted therapy such as kinase inhibitor therapy or monoclonal antibody therapy.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with recurrent osteosarcoma and recurrent childhood malignant fibrous histiocytoma of bone. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website.</s>"
" professional. This is the question: What are the symptoms of Idiopathic neutropenia? What are the signs and symptoms of Idiopathic neutropenia? The Human Phenotype Ontology provides the following list of signs and symptoms for Idiopathic neutropenia. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Decreased antibody level in blood 90% Decreased neutrophil count 90% Recurrent bacterial infections 90% Abnormality of temperature regulation 50% Thrombophle","What are the signs and symptoms of Idiopathic neutropenia? The Human Phenotype Ontology provides the following list of signs and symptoms for Idiopathic neutropenia. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Acute myeloid leukemia 7.5% Autosomal dominant inheritance - Neutropenia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"cal professional. This is the question: What is the outlook for Binswanger's Disease? [/INST] \n Binswanger's disease tends to advance rapidly and usually culminates in dementia, death, or sudden stroke.</s> \n There are no cures for neurodegenerative dementias such as Binswanger's disease. Currently, the focus of treatment is on alleviating symptoms and making the patient as comfortable as possible.</s> \n Scientists are working to develop neuroprotective agents to prevent the death of nerve cells in the brain and the subsequent loss of neurons that occur in Binswanger's disease.</s> \n Scientists are also studying whether drugs that reduce the symptoms","BD is a progressive disease; there is no cure. Changes may be sudden or gradual and then progress in a stepwise manner. BD can often coexist with Alzheimer's disease. Behaviors that slow the progression of high blood pressure, diabetes, and atherosclerosis -- such as eating a healthy diet and keeping healthy wake/sleep schedules, exercising, and not smoking or drinking too much alcohol -- can also slow the progression of BD.</s>"
"dical professional. This is the question: How many people are affected by narcolepsy? This is the answer: The prevalence of narcolepsy is unknown, but it is estimated to occur in 0.01 to 0.02 percent of the population worldwide. For unknown reasons, men are affected more often than women, with a ratio of about 2 to 1. The condition can occur at any time in life, but it usually begins in adolescence or young adulthood.</s> \n Narcolepsy is thought to be one of the most common sleep disorders, although the prevalence may be underestimated because some people with mild symptoms never come to medical attention.</s> \n Researchers in Finland have reported that they have","Narcolepsy affects about 1 in 2,000 people in the United States and Western Europe. However, the disorder is likely underdiagnosed, particularly in people with mild symptoms. Worldwide, narcolepsy appears to be most common in Japan, where it affects an estimated 1 in 600 people.</s>"
" a medical professional. This is the question: What is (are) Steatocystoma multiplex? What are the signs and symptoms of Steatocystoma multiplex? The Human Phenotype Ontology provides the following list of signs and symptoms for Steatocystoma multiplex. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the skin - Autosomal dominant inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition.","Steatocystoma multiplex is a condition characterized by numerous skin cysts that tend to develop during puberty. Cysts most often develop on the chest, upper arms and face, but may develop all over the body in some cases. The cysts may become inflamed and cause scarring when they heal. The condition is thought to be caused by mutations in the KRT17 gene and appears to be inherited in an autosomal dominant manner. Some researchers have suggested that the condition may be a mild variant of pachyonychia congenita type 2. Treatment may include minor surgery to remove cysts and oral antibiotics or oral isotretinoin to reduce inflammation.</s>"
"are a medical professional. This is the question: Who is at risk for Oxygen Therapy??? Is oxygen therapy harmful?? No. Oxygen is a safe and non-toxic gas, so it is not harmful to breathe. The only harmful thing about oxygen therapy is the lack of oxygen in the air that a person with COPD already breathes. The oxygen given during oxygen therapy will help a person breathe easier, improve his or her energy level, and reduce shortness of breath and other symptoms. However, people with COPD who receive oxygen therapy will still need to limit their physical activity, as they would without oxygen therapy.  People who smoke and those who have a family history of lung diseases, such as COPD,","Oxygen therapy can cause complications and side effects. These problems might include a dry or bloody nose, skin irritation from the nasal cannula or face mask, fatigue (tiredness), and morning headaches.
                
If these problems persist, tell your doctor and home equipment provider. Depending on the problem, your doctor may need to change your oxygen flow rate or the length of time you're using the oxygen.
                
If nose dryness is a problem, your doctor may recommend a nasal spray or have a humidifier added to your oxygen equipment.
                
If you have an uncomfortable nasal cannula or face mask, your home equipment provider can help you find a device that fits better. Your provider also can recommend over-the-counter gels and devices that are designed to lessen skin irritation.
                
Complications from transtracheal oxygen therapy can be more serious. With this type of oxygen therapy, oxygen is delivered through a tube inserted into your windpipe through the front of your neck.
                
With transtracheal oxygen therapy:
                
Mucus balls might develop on the tube inside the windpipe. Mucus balls tend to form as a result of the oxygen drying out the airways. Mucus balls can cause coughing and clog the windpipe or tube.
                
Problems with the tube slipping or breaking.
                
Infection.
                
Injury to the lining of the windpipe.
                
Proper medical care and correct handling of the tube and other supplies may reduce the risk of complications.
                
Other Risks
                
In certain people, oxygen therapy may suppress the drive to breathe, affecting how well the respiratory system works. This is managed by adjusting the oxygen flow rate.
                
Oxygen poses a fire risk, so you'll need to take certain safety steps. Oxygen itself isn't explosive, but it can worsen a fire. In the presence of oxygen, a small fire can quickly get out of control. Also, the cylinder that compressed oxygen gas comes in might explode if exposed to heat.
                
Your home equipment provider will give you a complete list of safety steps you'll need to take at home and when out in public.
                
For example, when you're not using the oxygen, keep it in an airy room. Never store compressed oxygen gas cylinders and liquid oxygen containers in small, enclosed places, such as in closets, behind curtains, or under clothes.
                
Oxygen containers let off small amounts of oxygen. These small amounts can build up to harmful levels if they're allowed to escape into small spaces.</s>"
 This is the question: What is the outlook for Atypical Chronic Myelogenous Leukemia? [/INST] \n Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) depends on the following:         - The age of the patient.    - The number of platelets in the blood.    - The amount of blasts in the blood or bone marrow.    - The amount of red blood cells in the blood.    - The amount of white blood cells in the blood.    - Whether there are signs or symptoms.    - The amount of white blood cells in the spleen.        Treatment options depend on the following:         - The age of the patient.    -,Certain factors affect prognosis (chance of recovery). The prognosis (chance of recovery) for atypical CML depends on the number of red blood cells and platelets in the blood.</s>
"l professional. This is the question: What causes Juvenile primary lateral sclerosis? What causes juvenile primary lateral sclerosis? Juvenile primary lateral sclerosis is caused by mutations in the ALS2 gene. The ALS2 gene provides instructions for making a protein called alsin. The alsin protein is mainly found in motor neurons in the spinal cord. The alsin protein is also found in other cells in the brain. The alsin protein is involved in the function of the endoplasmic reticulum, a network of tubes and sacs within cells that process and transport proteins. The alsin protein may also be involved in the transport of other substances such as fats, chemicals that relay signals between nerve cells, and the components","What causes juvenile primary lateral sclerosis? Juvenile primary lateral sclerosis is caused by mutations in the ALS2 gene. The ALS2 gene provides instructions for making a protein called alsin. Alsin is abundant in motor neurons, but its function is not fully understood. Mutations in the ALS2 gene alter the instructions for producing alsin. As a result, alsin is unstable and decays rapidly, or it is disabled and cannot function properly. It is unclear how the loss of functional alsin protein damages motor neurons and causes juvenile primary lateral sclerosis.</s>"
"halangism, distal, with microdontia, dental pulp stones, and narrowed zygomatic arch? What are the signs and symptoms of Symphalangism, distal, with microdontia, dental pulp stones, and narrowed zygomatic arch? The Human Phenotype Ontology provides the following list of signs and symptoms for Symphalangism, distal, with microdontia, dental pulp stones, and narrowed zygomatic arch. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality","What are the signs and symptoms of Symphalangism, distal, with microdontia, dental pulp stones, and narrowed zygomatic arch? The Human Phenotype Ontology provides the following list of signs and symptoms for Symphalangism, distal, with microdontia, dental pulp stones, and narrowed zygomatic arch. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Absent scaphoid - Absent trapezium - Absent trapezoid bone - Anonychia - Aplasia/Hypoplasia of the middle phalanges of the hand - Autosomal dominant inheritance - Cone-shaped epiphyses of the middle phalanges of the hand - Distal symphalangism (feet) - Distal symphalangism (hands) - Microdontia - Pulp stones - Short distal phalanx of finger - Short middle phalanx of finger - Short phalanx of finger - Small nail - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"rofessional. This is the question: What is (are) Childhood Interstitial Lung Disease??? What is childhood interstitial lung disease (chILD)?  Children with interstitial lung disease (ILD) have rare lung diseases that can make it hard to breathe. The term ""interstitial"" refers to the spaces between the small air sacs (alveoli) in the lungs where this type of disease can occur. ILD can affect children of any age and may be temporary or permanent. It can affect one or both lungs. It is not the same as adult ILD (also called pulmonary fibrosis).  Learn more about interstitial lung disease in children.   What causes childhood interstitial lung disease? There are","Childhood interstitial (in-ter-STISH-al) lung disease, or chILD, is a broad term for a group of rare lung diseases that can affect babies, children, and teens. These diseases have some similar symptoms, such as chronic cough, rapid breathing, and shortness of breath.
                
These diseases also harm the lungs in similar ways. For example, they damage the tissues that surround the lungs' alveoli (al-VEE-uhl-eye; air sacs) and bronchial tubes (airways). Sometimes these diseases directly damage the air sacs and airways.
                
The various types of chILD can decrease lung function, reduce blood oxygen levels, and disturb the breathing process.
                
Overview
                
Researchers have only begun to study, define, and understand chILD in the last decade. Currently, they don't know how many children have chILD. They also don't know how many children have each type of chILD.
                
Diagnosing chILD and its specific diseases is hard because chILD is rare and complex. Also, chILD is a broad term for a group of diseases with similar symptomsit's not a precise diagnosis.
                
Interstitial lung disease (ILD) also occurs in adults. However, the cause of ILD in adults may be different than the cause in children. Some types of chILD are similar to the adult forms of the disease. They may even have the same names as the adult forms, such as hypersensitivity pneumonitis (noo-mo-NI-tis), immunodeficiency-associated lung disease, and bronchiolitis (brong-ke-o-LI-tis) obliterans.
                
However, research shows that the course and outcomes of these diseases often are very different for children than for adults.
                
Some ILDs only occur in children. They include:
                
Lung growth abnormalities
                
Neuroendocrine (noor-o-EN-do-krin) cell hyperplasia (hi-per-PLA-ze-ah) of infancy (NEHI)
                
Pulmonary interstitial glycogenosis (gli-ko-JEN-eh-sis)
                
Developmental disorders, such as alveolar (al-VE-o-lar) capillary dysplasia
                
Outlook
                
Each form of chILD may differ in its severity and how it's treated. Thus, getting a correct diagnosis is vital for understanding and treating your child's illness.
                
You may want to consult a pediatric pulmonologist. This is a doctor who specializes in diagnosing and treating children who have lung diseases and conditions. This doctor's training and experience can help him or her diagnose chILD.
                
The outlook for children who have chILD also depends on the specific type of disease they have. Some diseases are very severe and lead to early death. Others are chronic (long-term) diseases that parents and the child's medical team must work together to manage.
                
At this time, chILD has no cure. However, some children who have certain diseases, such as NEHI, may slowly improve over time.
                
Researchers are now starting to learn more about the causes of chILD. They're also trying to find distinct patterns and traits for the various forms of chILD. This information may help doctors better understand these diseases.</s>"
"dical professional. This is the question: What are the treatments for Schizencephaly? This is the answer: There is no definitive treatment for schizencephaly. Surgery may be performed to repair the clefts in the brain and to correct other related abnormalities, such as hydrocephalus and spasticity.</s> \n Hydrocephalus is a condition caused by excessive buildup of cerebral spinal fluid (CSF) in the brain. Normally, CSF cushions your brain. When you have too much CSF, though, the extra fluid puts harmful pressure on your brain. Hydrocephalus can cause serious damage to the brain and may even lead to death if left untreated.</s> \n Spasticity","How might schizencephaly be treated? The best treatment options for people with schizencephaly depend on many factors, including the severity of the condition and the signs and symptoms present. For example, people with developmental delay (i.e. delayed motor milestones) or partial paralysis may be referred for physical therapy and/or occupational therapy. Medications are often prescribed to prevent seizures. In cases that are complicated by hydrocephalus, a surgically implanted tube, called a shunt, is often used to divert fluid to another area of the body where it can be absorbed.</s>"
"ional. This is the question: What are the symptoms of Paroxysmal cold hemoglobinuria? What are the signs and symptoms of Paroxysmal cold hemoglobinuria? The Human Phenotype Ontology provides the following list of signs and symptoms for Paroxysmal cold hemoglobinuria. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Hemolytic anemia 90% Abdominal pain 7.5% Abnormality of coagulation 7.5% Abnormality of temperature regulation","What are the signs and symptoms of Paroxysmal cold hemoglobinuria? The Human Phenotype Ontology provides the following list of signs and symptoms for Paroxysmal cold hemoglobinuria. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of coagulation 90% Abnormality of temperature regulation 90% Abnormality of urine homeostasis 90% Arthralgia 90% Hemolytic anemia 90% Recurrent respiratory infections 90% Diarrhea 7.5% Migraine 7.5% Nausea and vomiting 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"rofessional. This is the question: What are the symptoms of Hereditary spherocytosis? What are the signs and symptoms of Hereditary spherocytosis? The Human Phenotype Ontology provides the following list of signs and symptoms for Hereditary spherocytosis. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the spleen 90% Autosomal dominant inheritance - Jaundice - Reticulocytopenia - Spherocytosis - Thromboc","What are the signs and symptoms of Hereditary spherocytosis? The Human Phenotype Ontology provides the following list of signs and symptoms for Hereditary spherocytosis. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal dominant inheritance - Cholelithiasis - Hemolytic anemia - Hyperbilirubinemia - Jaundice - Reticulocytosis - Spherocytosis - Splenomegaly - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
